06:00 - 06:14,398,,43,,441,
06:15 - 06:29,767,,88,,855,
06:30 - 06:44,695,,142,,837,
06:45 - 06:59,846,,164,,1010,
07:00 - 07:14,1299,,215,,1514,
07:15 - 07:29,1328,,264,,1592,
07:30 - 07:44,1601,,329,,1930,
07:45 - 07:59,1912,,401,,2313,
08:00 - 08:14,1885,,437,,2322,
08:15 - 08:29,1687,,380,,2067,
08:30 - 08:44,1123,14686,364,3140,1487,17826
08:45 - 08:59,1145,,313,,1458,
09:00 - 09:14,938,10581,215,5443,1153,16024
09:15 - 09:29,877,,194,,1071,
09:30 - 09:44,669,,187,,856,
09:45 - 09:59,540,,197,,737,
10:00 - 10:29,925,,377,,1302,
10:30 - 10:59,822,,347,,1169,
11:00 - 11:29,747,,311,,1058,
11:30 - 11:59,627,,394,,1021,
12:00 - 12:29,816,,395,,1211,
12:30 - 12:59,783,,479,,1262,
13:00 - 13:29,753,,494,,1247,
13:30 - 13:59,703,,547,,1250,
14:00 - 14:29,605,,723,,1328,
14:30 - 14:59,776,,583,,1359,
15:00 - 15:14,451,,706,,1157,
15:15 - 15:29,410,,679,,1089,
15:30 - 15:44,560,,968,,1528,
15:45 - 15:59,525,,1090,,1615,
16:00 - 16:14,455,,1153,,1608,
16:15 - 16:29,498,,1275,,1773,
16:30 - 16:44,525,,1417,,1942,
16:45 - 16:59,507,,1479,,1986,
17:00 - 17:14,509,,1834,,2343,
17:15 - 17:29,494,,1588,,2082,
17:30 - 17:44,509,,1698,,2207,
17:45 - 17:59,420,7022,1314,19587,1734,26609
18:00 - 18:14,329,,1295,,1624,
18:15 - 18:29,330,,1118,,1448,
18:30 - 18:44,267,,1008,,1275,
18:45 - 18:59,233,,965,,1198,
19:00 - 19:29,433,2235,1134,5565,1567,7800
19:30 - 19:59,359,,1256,,1615,
20:00 - 20:29,321,,936,,1257,
20:30 - 20:59,369,,813,,1182,
21:00 - 21:29,375,,747,,1122,
21:30 - 21:59,378,,679,,1057,
22:00 - 22:29,320,923,701,3199,1021,4122
22:30 - 22:59,202,,669,,871,
23:00 - 23:29,142,,505,,647,
23:30 - 23:59,103,,484,,587,
24:00 - 24:29,73,,365,,438,
24:30 - 24:59,51,,260,,311,
25:00 - 25:29,32,,215,,247,
,,,,,,
