06:00  -  06:14,65,,24,,89,
06:15  -  06:29,44,,21,,65,
06:30  -  06:44,76,,32,,108,
06:45  -  06:59,62,,17,,79,
07:00  -  07:14,89,,36,,125,
07:15  -  07:29,101,,33,,134,
07:30  -  07:44,174,,35,,209,
07:45  -  07:59,109,,32,,141,
08:00  -  08:14,200,1498,26,399,226,1897
08:15  -  08:29,192,,56,,248,
08:30  -  08:44,210,,49,,259,
08:45  -  08:59,176,,38,,214,
09:00  -  09:14,98,1261,22,699,120,1960
09:15  -  09:29,107,,20,,127,
09:30  -  09:44,75,,22,,97,
09:45  -  09:59,55,,18,,73,
10:00  -  10:29,107,,37,,144,
10:30  -  10:59,98,,51,,149,
11:00  -  11:29,83,,52,,135,
11:30  -  11:59,81,,46,,127,
12:00  -  12:29,96,,63,,159,
12:30  -  12:59,83,,63,,146,
13:00  -  13:29,95,,48,,143,
13:30  -  13:59,98,,74,,172,
14:00  -  14:29,95,,86,,181,
14:30  -  14:59,90,,97,,187,
15:00  -  15:14,87,,86,,173,
15:15  -  15:29,96,,77,,173,
15:30  -  15:44,64,,144,,208,
15:45  -  15:59,58,,81,,139,
16:00  -  16:14,65,,145,,210,
16:15  -  16:29,61,,98,,159,
16:30  -  16:44,77,,158,,235,
16:45  -  16:59,90,,114,,204,
17:00  -  17:14,106,,158,,264,
17:15  -  17:29,89,,166,,255,
17:30  -  17:44,68,,126,,194,
17:45  -  17:59,62,,147,,209,
18:00  -  18:14,49,1077,116,1981,165,3058
18:15  -  18:29,59,,110,,169,
18:30  -  18:44,21,,100,,121,
18:45  -  18:59,25,,155,,180,
19:00  -  19:29,18,109,138,518,156,627
19:30  -  19:59,20,,87,,107,
20:00  -  20:29,21,,69,,90,
20:30  -  20:59,18,,63,,81,
21:00  -  21:29,17,,75,,92,
21:30  -  21:59,15,,86,,101,
22:00  -  22:29,4,39,42,171,46,210
22:30  -  22:59,7,,41,,48,
23:00  -  23:29,6,,22,,28,
23:30  -  23:59,3,,27,,30,
24:00  -  24:29,12,,17,,29,
24:30  -  24:59,5,,14,,19,
25:00  -  25:29,2,,8,,10,
,,,,,,
